Query,Type,Source,Count,Response,First Seen,Last Seen,Duration
"hmmufsqtgau.lineeminent.com","A","A","",8.209.223.135,"2022-12-24","2022-12-25","1d"
"fvrhrhroyxr.dreadrelieve.com","A","A","",8.209.223.135,"2022-12-23","2022-12-24","1d"
"smtp.dreadrelieve.com","A","A","",8.209.223.135,"2022-12-23","2022-12-24","1d"
"www.oysterpraise.com","A","A","",8.209.223.135,"2022-12-22","2022-12-23","1d"
"ggmvlyfpwsk.oysterpraise.com","A","A","",8.209.223.135,"2022-12-22","2022-12-23","1d"
"smtp.oysterpraise.com","A","A","",8.209.223.135,"2022-12-22","2022-12-23","1d"
"enlargedlift.com","A","B",1,8.209.223.135,"2022-12-15, 22:25","2022-12-15, 22:25","1s"
"wedlockrequire.com","A","B",1,8.209.223.135,"2022-12-15, 22:21","2022-12-15, 22:21","1s"
"fallsting.com","A","B",1,8.209.223.135,"2022-12-15, 22:17","2022-12-15, 22:17","1s"
"fallsting.com","A","A","",8.209.223.135,"2022-12-15","2022-12-16","1d"
"enlargedlift.com","A","A","",8.209.223.135,"2022-12-15","2022-12-16","1d"
"inhumantribe.com","A","A","",8.209.223.135,"2022-12-09","2022-12-10","1d"
"inhumantribe.com","A","B",1,8.209.223.135,"2022-12-09, 06:40","2022-12-09, 06:40","1s"
"www.inhumantribe.com","A","B",1,8.209.223.135,"2022-12-09, 06:40","2022-12-09, 06:40","1s"
"adherentmorning.com","A","B",1,8.209.223.135,"2022-12-08, 09:35","2022-12-08, 09:35","1s"
"airyfreight.com","A","B",1,8.209.223.135,"2022-12-08, 09:25","2022-12-08, 09:25","1s"
"trivialdepend.com","A","B",1,8.209.223.135,"2022-12-08, 08:49","2022-12-08, 08:49","1s"
"leanincident.com","A","B",1,8.209.223.135,"2022-12-08, 08:36","2022-12-08, 08:36","1s"
"www.leanincident.com","A","B",1,8.209.223.135,"2022-12-08, 08:36","2022-12-08, 08:36","1s"
"antelopeexcitin.com","A","B",1,8.209.223.135,"2022-12-08, 07:43","2022-12-08, 07:43","1s"
"visitwhitish.com","A","B",1,8.209.223.135,"2022-12-08, 07:38","2022-12-08, 07:38","1s"
"www.visitwhitish.com","A","B",1,8.209.223.135,"2022-12-08, 07:38","2022-12-08, 07:38","1s"
"www.deputybound.com","A","B",1,8.209.223.135,"2022-12-08, 07:27","2022-12-08, 07:27","1s"
"deputybound.com","A","B",1,8.209.223.135,"2022-12-08, 07:26","2022-12-08, 07:26","1s"
"telltalecrush.com","A","B",1,8.209.223.135,"2022-12-08, 07:12","2022-12-08, 07:12","1s"
"www.telltalecrush.com","A","B",1,8.209.223.135,"2022-12-08, 07:12","2022-12-08, 07:12","1s"
"smokyappease.com","A","B",1,8.209.223.135,"2022-12-08, 07:08","2022-12-08, 07:08","1s"
"www.smokyappease.com","A","B",1,8.209.223.135,"2022-12-08, 07:08","2022-12-08, 07:08","1s"
"www.placetrench.com","A","B",1,8.209.223.135,"2022-12-08, 07:03","2022-12-08, 07:03","1s"
"www.plumeworldly.com","A","B",1,8.209.223.135,"2022-12-08, 07:03","2022-12-08, 07:03","1s"
"portableblow.com","A","B",1,8.209.223.135,"2022-12-08, 07:03","2022-12-08, 07:03","1s"
"www.portableblow.com","A","B",1,8.209.223.135,"2022-12-08, 07:03","2022-12-08, 07:03","1s"
"placetrench.com","A","B",1,8.209.223.135,"2022-12-08, 07:02","2022-12-08, 07:02","1s"
"plumeworldly.com","A","B",1,8.209.223.135,"2022-12-08, 07:02","2022-12-08, 07:02","1s"
"narrowuneven.com","A","B",1,8.209.223.135,"2022-12-08, 07:00","2022-12-08, 07:00","1s"
"www.narrowuneven.com","A","B",1,8.209.223.135,"2022-12-08, 07:00","2022-12-08, 07:00","1s"
"maskmodesty.com","A","B",1,8.209.223.135,"2022-12-08, 06:57","2022-12-08, 06:57","1s"
"www.maskmodesty.com","A","B",1,8.209.223.135,"2022-12-08, 06:57","2022-12-08, 06:57","1s"
"www.hardnessteachin.com","A","B",1,8.209.223.135,"2022-12-08, 06:51","2022-12-08, 06:51","1s"
"hardnessteachin.com","A","B",1,8.209.223.135,"2022-12-08, 06:50","2022-12-08, 06:50","1s"
"www.flatterturnpike.com","A","B",1,8.209.223.135,"2022-12-08, 06:48","2022-12-08, 06:48","1s"
"www.factbloody.com","A","B",1,8.209.223.135,"2022-12-08, 06:47","2022-12-08, 06:47","1s"
"www.eternalnose.com","A","B",1,8.209.223.135,"2022-12-08, 06:47","2022-12-08, 06:47","1s"
"flatterturnpike.com","A","B",1,8.209.223.135,"2022-12-08, 06:47","2022-12-08, 06:47","1s"
"factbloody.com","A","B",1,8.209.223.135,"2022-12-08, 06:46","2022-12-08, 06:46","1s"
"eternalnose.com","A","B",1,8.209.223.135,"2022-12-08, 06:46","2022-12-08, 06:46","1s"
"planetnitrogen.com","A","B",1,8.209.223.135,"2022-12-08, 06:46","2022-12-08, 06:46","1s"
"www.distressborough.com","A","B",1,8.209.223.135,"2022-12-08, 06:46","2022-12-08, 06:46","1s"
"www.deviateblister.com","A","B",1,8.209.223.135,"2022-12-08, 06:45","2022-12-08, 06:45","1s"
"distressborough.com","A","B",1,8.209.223.135,"2022-12-08, 06:44","2022-12-08, 06:44","1s"
"deviateblister.com","A","B",1,8.209.223.135,"2022-12-08, 06:43","2022-12-08, 06:43","1s"
"calculuswife.com","A","B",1,8.209.223.135,"2022-12-08, 06:40","2022-12-08, 06:40","1s"
"www.calculuswife.com","A","B",1,8.209.223.135,"2022-12-08, 06:40","2022-12-08, 06:40","1s"
"inchsale.com","A","B",1,8.209.223.135,"2022-12-08, 06:23","2022-12-08, 06:23","1s"
"pursuitguttural.com","A","B",1,8.209.223.135,"2022-12-08, 06:01","2022-12-08, 06:01","1s"
"circularsharp.com","A","B",1,8.209.223.135,"2022-12-08, 05:01","2022-12-08, 05:01","1s"
"www.crestpivot.com","A","B",1,8.209.223.135,"2022-12-08, 03:07","2022-12-08, 03:07","1s"
"crestpivot.com","A","B",1,8.209.223.135,"2022-12-08, 03:06","2022-12-08, 03:06","1s"
"grayhighly.com","A","B",1,8.209.223.135,"2022-12-08, 03:06","2022-12-08, 03:06","1s"
"hollowreply.com","A","B",1,8.209.223.135,"2022-12-08, 02:04","2022-12-08, 02:04","1s"
"standanything.com","A","B",1,8.209.223.135,"2022-12-08, 02:04","2022-12-08, 02:04","1s"
"cellularobstruc.com","A","B",1,8.209.223.135,"2022-12-08, 01:09","2022-12-08, 01:09","1s"
"ratepenalty.com","A","B",1,8.209.223.135,"2022-12-08, 00:40","2022-12-08, 00:40","1s"
"stamenssuffix.com","A","B",1,8.209.223.135,"2022-12-08, 00:29","2022-12-08, 00:29","1s"
"www.stamenssuffix.com","A","B",1,8.209.223.135,"2022-12-08, 00:29","2022-12-08, 00:29","1s"
"www.intervalcabinet.com","A","B",1,8.209.223.135,"2022-12-08, 00:16","2022-12-08, 00:16","1s"
"intervalcabinet.com","A","B",1,8.209.223.135,"2022-12-08, 00:15","2022-12-08, 00:15","1s"
"vivacitytouchin.com","A","B",1,8.209.223.135,"2022-12-08, 00:11","2022-12-08, 00:11","1s"
"www.staletraining.com","A","B",1,8.209.223.135,"2022-12-08, 00:01","2022-12-08, 00:01","1s"
"staletraining.com","A","B",1,8.209.223.135,"2022-12-08, 00:00","2022-12-08, 00:00","1s"
"intervalcabinet.com","A","C",1,8.209.223.135,"2022-12-07, 23:59","2022-12-07, 23:59","1s"
"tributesolicit.com","A","B",1,8.209.223.135,"2022-12-07, 23:56","2022-12-07, 23:56","1s"
"www.requestprey.com","A","B",1,8.209.223.135,"2022-12-07, 23:54","2022-12-07, 23:54","1s"
"requestprey.com","A","B",1,8.209.223.135,"2022-12-07, 23:53","2022-12-07, 23:53","1s"
"trivialdepend.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"sicknesssharpen.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"www.hardnessteachin.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"hwzs61zlcw.lanternfalling.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"standanything.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"wastingspur.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"disfavorfaculty.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"visitwhitish.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"cordialgarden.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"recallmaiden.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"mentionprocess.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"farmglossy.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"tributesolicit.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"extinctfast.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"foundsiphon.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"www.networkshot.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"spiketrifle.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"streetwhistle.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"www.stamenssuffix.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"appeasepicture.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"touchingpull.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"antelopeshears.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"almostimpulse.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"soiliron.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"crestpivot.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"sweepshield.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"singlepartisan.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"bondthirst.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"commitbastard.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"www.deviateblister.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"flexiblecruelty.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"wordfoil.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"f9eyk28kzs.foremostretired.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"hjri7oshwx.navalascent.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"vivacitytouchin.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"telltalecrush.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"creditorherd.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"radiustroop.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"rqg12xdile.creamprudent.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"d5rob86gtd.oliveimmerse.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"requestprey.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"remedyedifice.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"seizingprovoke.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"pursuitguttural.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"brftqcd6ft.exceptdefend.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"deviateblister.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"speciespunish.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"intervalcabinet.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"lodgemotion.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"chestnutprompt.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"stamenssuffix.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"exceptdefend.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"www.leanincident.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"networkshot.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"tiresnatch.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"burstearly.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"distressborough.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"growportable.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"autodiscover.wordfoil.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"infantryresidue.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"deputybound.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"marblestandard.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"planetnitrogen.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"8k5hzx3tu2.birdglossy.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"trousersgrave.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"pigmentcheese.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"www.uninuf.online","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"entrancefilamen.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"punishyarn.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"musechimney.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"bothhesitate.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"cheeseaction.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"abilityproposal.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"complexcouch.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"staletraining.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"6msiij5jm0.enforceorderly.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"abnormalswim.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"adherentmorning.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"zqhk2o4gw7.bluntfound.com","A","A","",8.209.223.135,"2022-12-07","2022-12-08","1d"
"armsglory.com","A","D",1,8.209.223.135,"2022-12-02, 00:16","2022-12-02, 00:16","1s"
"attackdisperse.com","A","B",1,8.209.223.135,"2022-12-02, 00:16","2022-12-02, 00:16","1s"
"www.attackdisperse.com","A","B",1,8.209.223.135,"2022-12-02, 00:16","2022-12-02, 00:16","1s"
"armsseam.com","A","D",1,8.209.223.135,"2022-12-02, 00:14","2022-12-02, 00:14","1s"
"www.gatherkindred.com","A","D",1,8.209.223.135,"2022-12-02, 00:14","2022-12-02, 00:14","1s"
"rapidsmack.com","A","D",1,8.209.223.135,"2022-12-02, 00:13","2022-12-02, 00:13","1s"
"highhomage.com","A","D",1,8.209.223.135,"2022-12-02, 00:06","2022-12-02, 00:06","1s"
"notionactually.com","A","D",1,8.209.223.135,"2022-12-01, 23:58","2022-12-01, 23:58","1s"
"vassalproof.com","A","B",1,8.209.223.135,"2022-12-01, 23:56","2022-12-01, 23:56","1s"
"www.vassalproof.com","A","B",1,8.209.223.135,"2022-12-01, 23:56","2022-12-01, 23:56","1s"
"digestdecisive.com","A","D",1,8.209.223.135,"2022-12-01, 23:54","2022-12-01, 23:54","1s"
"frozeniron.com","A","D",1,8.209.223.135,"2022-12-01, 23:51","2022-12-01, 23:51","1s"
"beatenpreface.com","A","D",3,8.209.223.135,"2022-12-01, 23:48","2022-12-02, 00:20","32m 8s"
"confinemotive.com","A","D",7,8.209.223.135,"2022-12-01, 23:48","2022-12-02, 00:32","43m 50s"
"verlot.loopbronze.com","A","D",1,8.209.223.135,"2022-12-01, 23:47","2022-12-01, 23:47","1s"
"vassalproof.com","A","D",20,8.209.223.135,"2022-12-01, 23:47","2022-12-02, 00:24","37m 32s"
"attackdisperse.com","A","D",35,8.209.223.135,"2022-12-01, 23:46","2022-12-02, 00:26","40m 24s"
"partiesbundle.com","A","D",1,8.209.223.135,"2022-12-01, 23:43","2022-12-01, 23:43","1s"
"breathvolatile.com","A","D",1,8.209.223.135,"2022-12-01, 23:43","2022-12-01, 23:43","1s"
"benchwritten.com","A","D",2,8.209.223.135,"2022-12-01, 23:39","2022-12-02, 00:23","43m 59s"
"featheroxide.com","A","B",1,8.209.223.135,"2022-12-01, 23:37","2022-12-01, 23:37","1s"
