Query,Type,Source,Count,Response,First Seen,Last Seen,Duration
"www.sternumunfold.directory","A","A","",137.74.35.77,"2022-09-04","2022-09-05","1d"
"www.soledensity.directory","A","D",204,137.74.35.77,"2022-09-01, 23:08","2022-09-05, 11:37","3d 12h 29m"
"www.crueltykernel.directory","A","D",2,137.74.35.77,"2022-08-31, 23:01","2022-08-31, 23:01","1s"
"upperwagon.directory","A","C",1,137.74.35.77,"2022-08-30, 10:08","2022-08-30, 10:08","1s"
"www.downwardrifle.directory","A","A","",137.74.35.77,"2022-08-29","2022-08-30","1d"
"www.squaretower.directory","A","A","",137.74.35.77,"2022-08-27","2022-08-29","1d"
"www.cancerembryo.directory","A","A","",137.74.35.77,"2022-08-27","2022-08-28","1d"
"www.jackdevelop.directory","A","A","",137.74.35.77,"2022-08-27","2022-08-29","1d"
"www.persiancorrupt.directory","A","A","",137.74.35.77,"2022-08-26","2022-08-29","2d"
"www.existhaste.directory","A","A","",137.74.35.77,"2022-08-26","2022-08-27","1d"
"www.cementuncommon.directory","A","A","",137.74.35.77,"2022-08-26","2022-08-28","1d"
"www.moistureflag.directory","A","A","",137.74.35.77,"2022-08-26","2022-08-31","4d"
"www.richindia.directory","A","A","",137.74.35.77,"2022-08-25","2022-08-26","1d"
"www.tentdestroy.directory","A","A","",137.74.35.77,"2022-08-25","2022-08-29","3d"
"www.paneladjunct.directory","A","D",1,137.74.35.77,"2022-08-24, 21:49","2022-08-24, 21:49","1s"
"www.proposalexpress.directory","A","A","",137.74.35.77,"2022-08-24","2022-08-29","4d"
"www.divisioncopy.directory","A","A","",137.74.35.77,"2022-08-24","2022-08-25","1d"
"www.freeacademy.directory","A","A","",137.74.35.77,"2022-08-24","2022-08-25","1d"
"www.statedhissing.directory","A","A","",137.74.35.77,"2022-08-24","2022-08-25","1d"
"www.wolfcopy.directory","A","A","",137.74.35.77,"2022-08-24","2022-08-25","1d"
"www.summergalley.directory","A","A","",137.74.35.77,"2022-08-23","2022-08-30","6d"
"www.ridgecompress.directory","A","A","",137.74.35.77,"2022-08-23","2022-08-30","6d"
"www.capturesign.directory","A","A","",137.74.35.77,"2022-08-23","2022-08-28","4d"
"www.equallywasting.directory","A","A","",137.74.35.77,"2022-08-23","2022-08-24","1d"
"www.equalityurge.directory","A","A","",137.74.35.77,"2022-08-23","2022-09-02","9d"
"www.innocentwarp.directory","A","A","",137.74.35.77,"2022-08-22","2022-08-29","6d"
"www.squanderfencing.directory","A","A","",137.74.35.77,"2022-08-22","2022-08-23","1d"
"www.puddingcoffin.directory","A","A","",137.74.35.77,"2022-08-22","2022-08-23","1d"
"www.stirringdoctor.directory","A","A","",137.74.35.77,"2022-08-22","2022-08-27","4d"
"www.adhereassembly.directory","A","A","",137.74.35.77,"2022-08-22","2022-08-30","7d"
"wantrecital.directory","A","A","",137.74.35.77,"2022-08-22","2022-08-28","5d"
"www.commerceseizing.directory","A","A","",137.74.35.77,"2022-08-22","2022-08-23","1d"
"www.flounderforth.directory","A","A","",137.74.35.77,"2022-08-21","2022-08-22","1d"
"www.usagedominion.directory","A","A","",137.74.35.77,"2022-08-21","2022-08-22","1d"
"www.coveredplural.directory","A","A","",137.74.35.77,"2022-08-21","2022-08-22","1d"
"www.speakerdeaden.directory","A","A","",137.74.35.77,"2022-08-21","2022-08-26","4d"
"www.hurtforced.directory","A","A","",137.74.35.77,"2022-08-21","2022-08-22","1d"
"sternumunfold.directory","A","D",1,137.74.35.77,"2022-08-21, 02:36","2022-08-21, 02:36","1s"
"www.futurebalsam.directory","A","A","",137.74.35.77,"2022-08-20","2022-08-22","1d"
"www.disagreeforked.directory","A","A","",137.74.35.77,"2022-08-20","2022-09-01","11d"
"www.cornscore.directory","A","A","",137.74.35.77,"2022-08-20","2022-09-01","11d"
"www.recedebelong.directory","A","A","",137.74.35.77,"2022-08-20","2022-08-26","5d"
"www.neglectdeeply.directory","A","A","",137.74.35.77,"2022-08-20","2022-08-23","2d"
"www.findingbrisk.directory","A","A","",137.74.35.77,"2022-08-20","2022-08-21","1d"
"www.prettyplump.directory","A","A","",137.74.35.77,"2022-08-20","2022-08-24","3d"
"www.herbbeast.directory","A","A","",137.74.35.77,"2022-08-20","2022-08-21","1d"
"www.garlandinclude.directory","A","A","",137.74.35.77,"2022-08-20","2022-08-21","1d"
